"","Trait_Name","Trait_Class","Within_Spp_Var"
"98","Bark_Thick","Structural",19.8040978553378
"99","Bark_Thick","Structural",22.6007364115922
"100","Bark_Thick","Structural",15.7378539450611
"101","Bark_Thick","Structural",18.0744285070414
"102","Bark_Thick","Structural",21.6445581803825
"103","Bark_Thick","Structural",13.7083412382987
"104","Bark_Thick","Structural",19.8916555987372
"105","Bark_Thick","Structural",19.1126952090115
"106","Bark_Thick","Structural",15.22242710595
"107","Bark_Thick","Structural",19.4152793176582
"108","Bark_Thick","Structural",17.4512168308201
"109","Bark_Thick","Structural",19.184109145678
"110","Bark_Thick","Structural",21.6565499195957
"111","Bark_Thick","Structural",23.3458994977894
"112","Bark_Thick","Structural",17.2051385708246
"113","Bark_Thick","Structural",18.2525279036481
"114","Bark_Thick","Structural",21.1371932600128
"115","Bark_Thick","Structural",22.9890801554551
"116","Bark_Thick","Structural",23.3264932413334
"117","Bark_Thick","Structural",18.5375019163283
"118","Bark_Thick","Structural",17.2448184097656
"119","Bark_Thick","Structural",16.7305435121248
"120","Bark_Thick","Structural",17.3284606430235
"121","Bark_Thick","Structural",28.585820960973
"122","Bark_Thick","Structural",19.2052259969986
"123","Bark_Thick","Structural",22.8167683483139
"124","Bark_Thick","Structural",18.526323602344
"125","Bark_Thick","Structural",18.0761937114167
"126","Bark_Thick","Structural",23.0600338306996
"127","Bark_Thick","Structural",22.0463704775976
"128","Bark_Thick","Structural",20.1077397115027
"129","Bark_Thick","Structural",20.6897057505146
"130","Bark_Thick","Structural",16.3695510733793
"131","Bark_Thick","Structural",22.1319292356943
"132","Bark_Thick","Structural",17.1355593118951
"133","Bark_Thick","Structural",14.7887383649628
"134","Bark_Thick","Structural",19.3980394729284
"135","Bark_Thick","Structural",16.5487007691029
"136","Bark_Thick","Structural",16.550303902806
"137","Bark_Thick","Structural",17.0173587007199
"138","Bark_Thick","Structural",21.3366657580792
"139","Bark_Thick","Structural",15.4244155848702
"140","Bark_Thick","Structural",19.0537835006526
"141","Bark_Thick","Structural",17.7927210236685
"142","Bark_Thick","Structural",22.7019024543279
"143","Bark_Thick","Structural",21.3713636947803
"144","Bark_Thick","Structural",19.5166443507758
"145","Bark_Thick","Structural",20.0326081684655
"146","Bark_Thick","Structural",22.27172945258
"147","Bark_Thick","Structural",15.6476291607051
"148","Bark_Thick","Structural",15.8318216715531
"149","Bark_Thick","Structural",23.5938740423143
"150","Bark_Thick","Structural",19.4605221476615
"151","Bark_Thick","Structural",16.3502473074933
"152","Bark_Thick","Structural",20.2822398798895
"153","Bark_Thick","Structural",17.4269980531516
"154","Bark_Thick","Structural",21.2940689716002
"155","Bark_Thick","Structural",22.734374075677
"156","Bark_Thick","Structural",19.0717260988458
"157","Bark_Thick","Structural",19.7788560069614
"158","Bark_Thick","Structural",19.7045850482658
"159","Bark_Thick","Structural",21.4635878900683
"160","Bark_Thick","Structural",21.966171942611
"161","Bark_Thick","Structural",20.9379793629915
"162","Bark_Thick","Structural",18.7594373541785
"163","Bark_Thick","Structural",15.124430562866
"164","Bark_Thick","Structural",18.5929895312749
"165","Bark_Thick","Structural",19.8428160409945
"166","Bark_Thick","Structural",20.2633191703059
"167","Bark_Thick","Structural",22.4942473193075
"168","Bark_Thick","Structural",21.4593127243811
"169","Bark_Thick","Structural",15.8360809174811
"170","Bark_Thick","Structural",17.6487618378878
"171","Bark_Thick","Structural",18.8769916678069
"172","Bark_Thick","Structural",17.3910316680136
"173","Bark_Thick","Structural",17.0996699784753
"174","Bark_Thick","Structural",21.9587897920206
"175","Bark_Thick","Structural",18.4520901074999
"176","Bark_Thick","Structural",23.7910226570885
"177","Bark_Thick","Structural",15.7296550722838
"178","Bark_Thick","Structural",17.2005841583648
"179","Bark_Thick","Structural",16.7484550268526
"180","Bark_Thick","Structural",17.1062869668581
"181","Bark_Thick","Structural",22.5944490878273
"182","Bark_Thick","Structural",16.0548606103409
"183","Bark_Thick","Structural",15.7886743622745
"184","Bark_Thick","Structural",16.4115499892986
"185","Bark_Thick","Structural",20.3323439930544
"186","Bark_Thick","Structural",21.8430109947274
"187","Bark_Thick","Structural",16.7820492457519
"188","Bark_Thick","Structural",21.2799049718451
"189","Bark_Thick","Structural",17.6106274769634
"190","Bark_Thick","Structural",14.6977508178328
"191","Bark_Thick","Structural",21.2508754235214
"192","Bark_Thick","Structural",22.3691412190917
"193","Bark_Thick","Structural",15.4020201680754
"194","Bark_Thick","Structural",17.713649275126
"195","Bark_Thick","Structural",20.8808107417992
"196","Bark_Thick","Structural",18.5666685778023
"197","Bark_Thick","Structural",16.520834745017
"198","Bark_Thick","Structural",18.724737360483
"199","Bark_Thick","Structural",17.2757342304989
"200","Bark_Thick","Structural",24.1050478519025
"201","Bark_Thick","Structural",19.3082963000779
"202","Bark_Thick","Structural",18.2603531670068
"203","Bark_Thick","Structural",19.9297784240926
"204","Bark_Thick","Structural",21.7303928158794
"205","Bark_Thick","Structural",11.1135935812871
"206","Bark_Thick","Structural",28.1591871675605
"207","Bark_Thick","Structural",15.0246717402913
"208","Bark_Thick","Structural",16.8662036821932
"209","Bark_Thick","Structural",16.3190627913112
"210","Bark_Thick","Structural",15.9878574144442
"211","Bark_Thick","Structural",19.5710514634629
"212","Bark_Thick","Structural",21.3774760014759
"213","Bark_Thick","Structural",20.2353896185296
"214","Bark_Thick","Structural",16.0501036395095
"215","Bark_Thick","Structural",14.8986620990889
"216","Bark_Thick","Structural",26.8450554016538
"217","Bark_Thick","Structural",15.1974380167032
"218","Bark_Thick","Structural",15.4046656026401
"219","Bark_Thick","Structural",14.9148488032332
"220","Bark_Thick","Structural",16.4834144288166
"221","Bark_Thick","Structural",21.3329102593559
"222","Bark_Thick","Structural",21.6012728826189
"223","Bark_Thick","Structural",16.9630517388854
"224","Bark_Thick","Structural",21.66921006004
"225","Bark_Thick","Structural",18.5243245249088
"226","Bark_Thick","Structural",16.7740868921181
"227","Bark_Thick","Structural",20.7236656893782
"228","Bark_Thick","Structural",14.2705994123728
"229","Bark_Thick","Structural",18.6715427355958
"230","Bark_Thick","Structural",14.3735984968209
"231","Bark_Thick","Structural",13.9537987072663
"232","Bark_Thick","Structural",15.3090641044975
"233","Bark_Thick","Structural",15.6337160547906
"234","Bark_Thick","Structural",23.0166254925886
"235","Bark_Thick","Structural",16.3601322313886
"236","Bark_Thick","Structural",13.9469615207238
"237","Bark_Thick","Structural",15.9053007013259
"238","Bark_Thick","Structural",23.6546944451019
"239","Bark_Thick","Structural",17.7041797222145
"240","Bark_Thick","Structural",17.0934898959627
"241","Bark_Thick","Structural",18.0905261333108
"242","Bark_Thick","Structural",21.5140786308132
"243","Bark_Thick","Structural",16.1476846807954
"244","Bark_Thick","Structural",20.2891464297916
"245","Bark_Thick","Structural",15.1655724317088
"246","Bark_Thick","Structural",19.3814825057058
"247","Bark_Thick","Structural",18.4116206675024
"248","Bark_Thick","Structural",17.9102443320399
"249","Bark_Thick","Structural",26.9054445482856
"250","Bark_Thick","Structural",16.4606082106236
"251","Bark_Thick","Structural",20.0508598537527
"252","Bark_Thick","Structural",17.2299200793851
"253","Bark_Thick","Structural",20.2475307651075
"254","Bark_Thick","Structural",15.5921126584596
"255","Bark_Thick","Structural",17.4218095887651
"256","Bark_Thick","Structural",21.0604895568763
"257","Bark_Thick","Structural",15.4734204850951
"258","Bark_Thick","Structural",19.292651467158
"259","Bark_Thick","Structural",16.0625490487946
"260","Bark_Thick","Structural",21.4141239254755
"261","Bark_Thick","Structural",13.8739468882719
"262","Bark_Thick","Structural",21.8994611816569
"263","Bark_Thick","Structural",20.6267995985124
"264","Bark_Thick","Structural",22.2599851245545
"265","Bark_Thick","Structural",23.5065314291425
"266","Bark_Thick","Structural",21.1225535398972
"267","Bark_Thick","Structural",13.6575715012094
"268","Bark_Thick","Structural",15.2835063782511
"269","Bark_Thick","Structural",24.2443822193661
"270","Bark_Thick","Structural",14.4218373454284
"271","Bark_Thick","Structural",17.3095214470325
"272","Bark_Thick","Structural",18.5970808969478
"273","Bark_Thick","Structural",16.7284214124353
"274","Bark_Thick","Structural",18.5905458117009
"275","Bark_Thick","Structural",18.505156289661
"276","Bark_Thick","Structural",20.0643409989474
"277","Bark_Thick","Structural",17.8445203355208
"278","Bark_Thick","Structural",20.3166904517574
"279","Bark_Thick","Structural",16.9387905411917
"280","Bark_Thick","Structural",19.5325880591391
"281","Bark_Thick","Structural",18.2833957963788
"282","Bark_Thick","Structural",20.5645917183999
"283","Bark_Thick","Structural",21.7325407535148
"284","Bark_Thick","Structural",19.2825624559993
"285","Bark_Thick","Structural",18.9694132666859
"286","Bark_Thick","Structural",19.0965429016078
"287","Bark_Thick","Structural",18.0868235922451
"288","Bark_Thick","Structural",17.2636415376255
"289","Bark_Thick","Structural",16.7213987652307
"290","Bark_Thick","Structural",16.1084942699322
"291","Bark_Thick","Structural",23.3420817874338
"292","Bark_Thick","Structural",21.3836995305308
"293","Bark_Thick","Structural",18.4436693892745
"294","Bark_Thick","Structural",16.6045247420058
"295","Bark_Thick","Structural",21.663904270019
"296","Bark_Thick","Structural",19.0271751389056
"297","Bark_Thick","Structural",22.0774873093172
"298","Bark_Thick","Structural",20.448878713677
"299","Bark_Thick","Structural",20.9687428602235
"300","Bark_Thick","Structural",16.9387938311685
"301","Bark_Thick","Structural",14.5101447243773
"302","Bark_Thick","Structural",17.0339451826868
"303","Bark_Thick","Structural",19.490918381126
"304","Bark_Thick","Structural",28.3591596403715
"305","Bark_Thick","Structural",23.3558225994659
"306","Bark_Thick","Structural",24.5192548109773
"307","Bark_Thick","Structural",16.6163755955591
"308","Bark_Thick","Structural",25.4898208343969
"309","Bark_Thick","Structural",23.1562385047407
"310","Bark_Thick","Structural",17.3539358705974
"311","Bark_Thick","Structural",18.3985954191961
"312","Bark_Thick","Structural",15.9968697974148
"313","Bark_Thick","Structural",17.4922441371474
"314","Bark_Thick","Structural",16.6607099057837
"315","Bark_Thick","Structural",20.0962786889891
"316","Bark_Thick","Structural",16.5714686797308
"317","Bark_Thick","Structural",18.8622794296094
"318","Bark_Thick","Structural",16.8264924771094
"319","Bark_Thick","Structural",19.2791975839022
"320","Bark_Thick","Structural",18.6166009177596
"321","Bark_Thick","Structural",19.9005801530918
"322","Bark_Thick","Structural",18.4415197449531
"323","Bark_Thick","Structural",21.7838639541495
"324","Bark_Thick","Structural",24.5850132365958
"325","Bark_Thick","Structural",22.6616992945758
"326","Bark_Thick","Structural",17.8537055851794
"327","Bark_Thick","Structural",24.138704668099
"328","Bark_Thick","Structural",18.7232112065176
"329","Bark_Thick","Structural",16.5776962906341
"330","Bark_Thick","Structural",17.7147057733674
"331","Bark_Thick","Structural",20.2649151200415
"332","Bark_Thick","Structural",17.1302944243799
"333","Bark_Thick","Structural",18.6887133165966
"334","Bark_Thick","Structural",22.093064454775
"335","Bark_Thick","Structural",26.1548348849332
"336","Bark_Thick","Structural",17.7761857795146
"337","Bark_Thick","Structural",17.9651199679616
"338","Bark_Thick","Structural",23.3359814136562
"339","Bark_Thick","Structural",18.2252506846531
"340","Bark_Thick","Structural",15.3802754673378
"341","Bark_Thick","Structural",18.5620254541001
"342","Bark_Thick","Structural",17.2844703155015
"343","Bark_Thick","Structural",17.7845450733358
"344","Bark_Thick","Structural",17.2777056737918
"345","Bark_Thick","Structural",17.2503923439337
"346","Bark_Thick","Structural",19.7743096145907
"347","Bark_Thick","Structural",16.2191309402559
"348","Bark_Thick","Structural",18.9948782403605
"349","Bark_Thick","Structural",16.6556616941786
"350","Bark_Thick","Structural",19.6063137471135
"351","Bark_Thick","Structural",16.8780179467296
"352","Bark_Thick","Structural",18.2805601590951
"353","Bark_Thick","Structural",18.7405553804729
"354","Bark_Thick","Structural",18.9050868823014
"355","Bark_Thick","Structural",15.5979136297902
"356","Bark_Thick","Structural",15.2143143704149
"357","Bark_Thick","Structural",16.3747980287706
"358","Bark_Thick","Structural",16.8678132576502
"359","Bark_Thick","Structural",14.9401087036937
"360","Bark_Thick","Structural",17.0614709910736
"361","Bark_Thick","Structural",18.4720531490081
"362","Bark_Thick","Structural",22.0966022263179
"363","Bark_Thick","Structural",16.2018705853228
"364","Bark_Thick","Structural",14.3710343301535
"365","Bark_Thick","Structural",23.824918626486
"366","Bark_Thick","Structural",18.6304995834993
"367","Bark_Thick","Structural",17.0683578818001
"368","Bark_Thick","Structural",15.9398773347988
"369","Bark_Thick","Structural",18.0941935437838
"370","Bark_Thick","Structural",23.7114595904908
"371","Bark_Thick","Structural",18.3103859679931
"372","Bark_Thick","Structural",17.1338720947586
"373","Bark_Thick","Structural",13.7380673467174
"374","Bark_Thick","Structural",23.5841216115142
"375","Bark_Thick","Structural",19.1512569660393
"376","Bark_Thick","Structural",16.7832440030181
"377","Bark_Thick","Structural",16.4916647658925
"378","Bark_Thick","Structural",18.2049150457839
"379","Bark_Thick","Structural",14.4101437182399
"380","Bark_Thick","Structural",16.6914316636177
"381","Bark_Thick","Structural",22.9883622001118
"382","Bark_Thick","Structural",20.7638153619912
"383","Bark_Thick","Structural",21.1817195157666
"384","Bark_Thick","Structural",16.2783246601909
"385","Bark_Thick","Structural",24.9717722205897
"386","Bark_Thick","Structural",17.7419336858734
"387","Bark_Thick","Structural",20.3262229370677
"388","Bark_Thick","Structural",17.7208757028899
"389","Bark_Thick","Structural",20.880477831446
"390","Bark_Thick","Structural",21.071460410049
"391","Bark_Thick","Structural",18.1368598694798
"392","Bark_Thick","Structural",20.5267972301138
"393","Bark_Thick","Structural",22.2968522175391
"394","Bark_Thick","Structural",15.8391890805257
"395","Bark_Thick","Structural",17.1434897932154
"396","Bark_Thick","Structural",17.7044020350946
"397","Bark_Thick","Structural",15.4860693879633
"398","Bark_Thick","Structural",21.7480986855911
"399","Bark_Thick","Structural",18.7033315866321
"400","Bark_Thick","Structural",18.888031568381
"401","Bark_Thick","Structural",19.6126041881038
"402","Bark_Thick","Structural",18.1234560387243
"403","Bark_Thick","Structural",23.198563074993
"404","Bark_Thick","Structural",16.7843818390455
"405","Bark_Thick","Structural",16.547610566668
"406","Bark_Thick","Structural",18.8395312299959
"407","Bark_Thick","Structural",14.9342723091239
"408","Bark_Thick","Structural",15.7642961524767
"409","Bark_Thick","Structural",18.2510824812426
"410","Bark_Thick","Structural",18.3061891051101
"411","Bark_Thick","Structural",21.1738609386584
"412","Bark_Thick","Structural",19.0367468932754
"413","Bark_Thick","Structural",17.4791981134069
"414","Bark_Thick","Structural",18.4618770539166
"415","Bark_Thick","Structural",20.8390638526276
"416","Bark_Thick","Structural",20.3391203111113
"417","Bark_Thick","Structural",18.4976748302191
"418","Bark_Thick","Structural",21.3310805741189
"419","Bark_Thick","Structural",20.7477101294327
"420","Bark_Thick","Structural",19.0651266212929
"421","Bark_Thick","Structural",14.1071881801729
"422","Bark_Thick","Structural",16.0349651044447
"423","Bark_Thick","Structural",20.2761993257441
"424","Bark_Thick","Structural",21.416716298336
"425","Bark_Thick","Structural",18.1126392292914
"426","Bark_Thick","Structural",16.4735489616601
"427","Bark_Thick","Structural",21.4224217256392
"428","Bark_Thick","Structural",21.1590565560046
"429","Bark_Thick","Structural",23.7370229456449
"430","Bark_Thick","Structural",17.2110292332433
"431","Bark_Thick","Structural",15.442551378529
"432","Bark_Thick","Structural",16.6425415241831
"433","Bark_Thick","Structural",20.6821733944857
"434","Bark_Thick","Structural",18.3746874328389
"435","Bark_Thick","Structural",15.7403753066468
"436","Bark_Thick","Structural",15.6201179409169
"437","Bark_Thick","Structural",15.1378273043535
"438","Bark_Thick","Structural",18.2180976389567
"439","Bark_Thick","Structural",18.362229324071
"440","Bark_Thick","Structural",17.8015643154246
"441","Bark_Thick","Structural",17.2867078572848
"442","Bark_Thick","Structural",16.1346535173503
"443","Bark_Thick","Structural",18.4822378516999
"444","Bark_Thick","Structural",23.2519768189434
"445","Bark_Thick","Structural",13.3177013400982
"446","Bark_Thick","Structural",17.6753465668877
"447","Bark_Thick","Structural",21.1245123336872
"448","Bark_Thick","Structural",17.152273826393
"449","Bark_Thick","Structural",17.0649222402461
"450","Bark_Thick","Structural",16.5602200258073
"451","Bark_Thick","Structural",18.9379173948785
"452","Bark_Thick","Structural",20.7206913674258
"453","Bark_Thick","Structural",20.8835053436188
"454","Bark_Thick","Structural",16.0394621837667
"455","Bark_Thick","Structural",17.5816537949722
"456","Bark_Thick","Structural",16.2617099501733
"457","Bark_Thick","Structural",17.048177675252
"458","Bark_Thick","Structural",19.9743721805836
"459","Bark_Thick","Structural",16.2816288184884
"460","Bark_Thick","Structural",16.4136267151618
"461","Bark_Thick","Structural",18.4633158861288
"462","Bark_Thick","Structural",23.859298292151
"463","Bark_Thick","Structural",17.7031016911821
"464","Bark_Thick","Structural",19.4000488865494
"465","Bark_Thick","Structural",18.6648375012719
"466","Bark_Thick","Structural",18.2970944496502
"467","Bark_Thick","Structural",19.1624386746764
"468","Bark_Thick","Structural",14.6637446321151
"469","Bark_Thick","Structural",19.4652474586367
"470","Bark_Thick","Structural",17.5160077415132
"471","Bark_Thick","Structural",18.5326750838375
"472","Bark_Thick","Structural",15.0000348069758
"473","Bark_Thick","Structural",19.1088471105495
"474","Bark_Thick","Structural",14.9558387475561
"475","Bark_Thick","Structural",15.5099741966811
"476","Bark_Thick","Structural",12.6662734629394
"477","Bark_Thick","Structural",17.8204177961861
"478","Bark_Thick","Structural",20.1328617717539
"479","Bark_Thick","Structural",21.7798839738854
"480","Bark_Thick","Structural",14.8791853265932
"481","Bark_Thick","Structural",16.5111737849207
"482","Bark_Thick","Structural",17.0088726613254
"483","Bark_Thick","Structural",17.7036643564799
"484","Bark_Thick","Structural",17.6890687248835
"485","Bark_Thick","Structural",14.8335371513382
"486","Bark_Thick","Structural",16.3212612998134
"487","Bark_Thick","Structural",16.4723064063819
"488","Bark_Thick","Structural",16.9098618488698
"489","Bark_Thick","Structural",22.4484378295399
"490","Bark_Thick","Structural",20.8044227451433
"491","Bark_Thick","Structural",18.1076156562516
"492","Bark_Thick","Structural",15.4747999793668
"493","Bark_Thick","Structural",22.0019294736062
"494","Bark_Thick","Structural",21.2405312839565
"495","Bark_Thick","Structural",16.6104182022273
"496","Bark_Thick","Structural",20.4195683058271
"497","Bark_Thick","Structural",18.8467700122784
"498","Bark_Thick","Structural",20.0370081491848
"499","Bark_Thick","Structural",17.1275669550884
"500","Bark_Thick","Structural",14.8279410634636
"501","Bark_Thick","Structural",17.550606565555
"502","Bark_Thick","Structural",17.6477956234612
"503","Bark_Thick","Structural",18.7908995517436
"504","Bark_Thick","Structural",15.4528021347008
"505","Bark_Thick","Structural",18.7847149712241
"506","Bark_Thick","Structural",15.9314803928086
"507","Bark_Thick","Structural",17.9146060102604
"508","Bark_Thick","Structural",21.2397241821469
"509","Bark_Thick","Structural",18.1941290401264
"510","Bark_Thick","Structural",20.7684209089409
"511","Bark_Thick","Structural",15.6550472925785
"512","Bark_Thick","Structural",15.1528355515657
"513","Bark_Thick","Structural",16.8336892797344
"514","Bark_Thick","Structural",21.5544987662515
"515","Bark_Thick","Structural",20.0274551235744
"516","Bark_Thick","Structural",21.2311023253043
"517","Bark_Thick","Structural",15.7661526195898
"518","Bark_Thick","Structural",15.5018821877202
"519","Bark_Thick","Structural",16.5807135333049
"520","Bark_Thick","Structural",19.4897766561233
"521","Bark_Thick","Structural",16.9392759553914
"522","Bark_Thick","Structural",17.6672982875803
"523","Bark_Thick","Structural",17.1363941197598
"524","Bark_Thick","Structural",18.1335229454194
"525","Bark_Thick","Structural",15.6467199159324
"526","Bark_Thick","Structural",15.2475572856248
"527","Bark_Thick","Structural",18.4076056696841
"528","Bark_Thick","Structural",18.1544717518068
"529","Bark_Thick","Structural",19.0924019608738
"530","Bark_Thick","Structural",18.789884590195
"531","Bark_Thick","Structural",13.8620846335691
"532","Bark_Thick","Structural",18.2416161986681
"533","Bark_Thick","Structural",19.4419338354123
"534","Bark_Thick","Structural",21.3532127176012
"535","Bark_Thick","Structural",17.8305599872766
"536","Bark_Thick","Structural",21.7806407097919
"537","Bark_Thick","Structural",18.6254888325593
"538","Bark_Thick","Structural",17.5184818351234
"539","Bark_Thick","Structural",17.5338142747009
"540","Bark_Thick","Structural",21.1343299005122
"541","Bark_Thick","Structural",20.3394722955912
"542","Bark_Thick","Structural",17.1943240226638
"543","Bark_Thick","Structural",20.8469460589779
"544","Bark_Thick","Structural",20.0061141671492
"545","Bark_Thick","Structural",19.3438914814153
"546","Bark_Thick","Structural",17.0860180931045
"547","Bark_Thick","Structural",19.8325700495771
"548","Bark_Thick","Structural",22.5140973823743
"549","Bark_Thick","Structural",21.4090759145923
"550","Bark_Thick","Structural",17.7673974771835
"551","Bark_Thick","Structural",17.3906784404276
"552","Bark_Thick","Structural",16.2866251703747
"553","Bark_Thick","Structural",19.7971060244762
"554","Bark_Thick","Structural",17.2366926722667
"555","Bark_Thick","Structural",18.7126945107708
"556","Bark_Thick","Structural",14.9188169869792
"557","Bark_Thick","Structural",14.1134159373789
"558","Bark_Thick","Structural",16.4640002701028
"559","Bark_Thick","Structural",20.3869700710187
"560","Bark_Thick","Structural",14.6219101395462
"561","Bark_Thick","Structural",14.3113409026972
"562","Bark_Thick","Structural",17.506274824714
"563","Bark_Thick","Structural",18.9103237448866
"564","Bark_Thick","Structural",18.4794716450609
"565","Bark_Thick","Structural",18.9604412589732
"566","Bark_Thick","Structural",16.6058091842231
"567","Bark_Thick","Structural",17.5025096146625
"568","Bark_Thick","Structural",20.53903724335
"569","Bark_Thick","Structural",15.0953645743347
"570","Bark_Thick","Structural",18.2682479099561
"571","Bark_Thick","Structural",17.558261062048
"572","Bark_Thick","Structural",15.0431728948317
"573","Bark_Thick","Structural",17.6981626367401
"574","Bark_Thick","Structural",17.6910179422604
"575","Bark_Thick","Structural",20.8707442602971
"576","Bark_Thick","Structural",17.7856094568653
"577","Bark_Thick","Structural",16.4302960350167
"578","Bark_Thick","Structural",22.3151246793212
"579","Bark_Thick","Structural",17.6995350881229
"580","Bark_Thick","Structural",17.8761294578683
"581","Bark_Thick","Structural",15.8027594624834
"582","Bark_Thick","Structural",17.0352463253382
"583","Bark_Thick","Structural",17.7730534996447
"584","Bark_Thick","Structural",18.4338637895786
"585","Bark_Thick","Structural",16.7871152134768
"586","Bark_Thick","Structural",15.8227661947839
"587","Bark_Thick","Structural",20.862705750494
"588","Bark_Thick","Structural",15.2314446028363
"589","Bark_Thick","Structural",18.1903101220875
"590","Bark_Thick","Structural",17.250119843306
"591","Bark_Thick","Structural",16.3232959707971
"592","Bark_Thick","Structural",15.2755911924982
"593","Bark_Thick","Structural",23.5210520123961
"594","Bark_Thick","Structural",19.1035193605164
"595","Bark_Thick","Structural",17.2050937896127
"596","Bark_Thick","Structural",14.3915726292468
"597","Bark_Thick","Structural",15.2989864912786
"598","Bark_Thick","Structural",18.5408142102769
"599","Bark_Thick","Structural",19.14427093435
"600","Bark_Thick","Structural",18.1918727654564
"601","Bark_Thick","Structural",20.8144570667248
"602","Bark_Thick","Structural",16.1631907188459
"603","Bark_Thick","Structural",16.6264559958672
"604","Bark_Thick","Structural",22.1216529123434
"605","Bark_Thick","Structural",14.7843586437865
"606","Bark_Thick","Structural",19.3816956709999
"607","Bark_Thick","Structural",14.6302278729631
"608","Bark_Thick","Structural",19.2787996720764
